pincombination,date,Split,Frequency,Zreal,Zimag,Zmod,Zphase,rh,Replicate,run,Path,TCN
14-19,022019,G,12609.37,57035.26,-6617636,6617882,-89.5062,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,10078.13,53002.08,-8275394,8275564,-89.63304,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,8015.625,104272.9,-10436760,10437280,-89.42758,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,6328.125,153668.3,-13176720,13177620,-89.33184,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,5015.625,232963.4,-16668060,16669690,-89.19925,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,3984.375,32051.95,-20997540,20997560,-89.91254,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,3170.956,146379.3,-26179280,26179690,-89.67964,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,2527.573,81647.05,-33061470,33061570,-89.85851,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,1976.103,123176.8,-42066190,42066370,-89.83223,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,1577.524,3039172,-50308570,50400280,-86.54293,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,1265.625,910098.2,-65770620,65776920,-89.20722,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,998.264,311560.2,-84063800,84064380,-89.78765,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,796.875,833969.7,-104720800,104724100,-89.54372,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,627.7902,1200188,-132948600,132954100,-89.48278,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,505.5147,806050.6,-164229100,164231000,-89.71879,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,397.9953,1785155,-209347600,209355200,-89.51144,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,198.6229,4872010,-425622800,425650600,-89.34418,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,158.3615,6228202,-532254300,532290800,-89.32958,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,125.558,11965880,-672311700,672418200,-88.98035,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,79.00281,79088600,-1027307000,1030347000,-85.59769,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,49.86702,20296580,-1605563000,1605691000,-89.27574,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,39.72458,59163620,-2047285000,2048140000,-88.3447,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,31.6723,348597600,-2781994000,2803749000,-82.85778,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,24.93351,114348200,-3373822000,3375759000,-88.05883,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,19.86229,80899830,-4166835000,4167621000,-88.88773,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,12.40079,758373300,-5310733000,5364607000,-81.8731,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,6.317385,1299570000,-12468970000,12536510000,-84.04987,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,5.008013,399586900,-16667740000,16672530000,-88.62667,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,3.158693,81260870,-26189650000,26189770000,-89.82223,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,1.998082,233400400,-42231950000,42232590000,-89.68335,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,1.584686,944190700,-53410910000,53419250000,-88.98724,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,0.999041,2720872000,-86298550000,86341440000,-88.19415,0,G4,1,bg_no_rh/022019_G4_14_19_#1.txt,0
14-19,022019,G,125953.1,6838.134,-667069.2,667104.3,-89.41268,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,100078.1,3396.226,-839142.3,839149.1,-89.76811,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,79453.13,5359.862,-1055772,1055786,-89.70913,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,63140.62,7461.063,-1325506,1325527,-89.6775,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,50203.12,4293.702,-1670746,1670752,-89.85275,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,39890.62,16135.27,-2093361,2093423,-89.55838,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,25171.88,8314.009,-3318264,3318275,-89.85645,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,15890.62,98744.3,-5262423,5263349,-88.92503,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,12609.37,69385.73,-6605967,6606332,-89.39822,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,10078.13,89523.02,-8285616,8286099,-89.38097,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,8015.625,70557.46,-10436830,10437070,-89.61266,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,6328.125,109945.9,-13211220,13211670,-89.52319,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,5015.625,21327.15,-16674490,16674500,-89.92672,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,3984.375,266505.4,-20899270,20900970,-89.26941,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,3170.956,215168,-26344820,26345700,-89.53205,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,2527.573,200311.1,-32793010,32793620,-89.65002,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,1265.625,1410517,-65966030,65981110,-88.77506,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,998.264,2073431,-85651870,85676970,-88.61327,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,796.875,201845,-104181500,104181700,-89.88899,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,627.7902,1614270,-132322900,132332700,-89.30106,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,505.5147,2044759,-163187000,163199800,-89.28211,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,397.9953,1164560,-209326600,209329900,-89.68124,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,158.3615,9807488,-519426700,519519300,-88.9183,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,125.558,13511440,-665472400,665609600,-88.83685,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,79.00281,21584000,-1147155000,1147358000,-88.9221,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,49.86702,91333940,-1712541000,1714975000,-86.94717,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,39.72458,47581160,-2169299000,2169821000,-88.74348,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,19.86229,217293600,-7761497000,7764538000,-88.39635,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,15.83615,1325007000,-3237503000,3498153000,-67.74227,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,9.93114,1088819000,-7223350000,7304951000,-81.42799,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,3.945707,769766500,-18303610000,18319790000,-87.59182,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,2.504006,1201065000,-35684950000,35705160000,-88.0723,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,1.998082,1186951000,-27186080000,27211980000,-87.50004,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,1.584686,9773619000,-40061040000,41236040000,-76.28948,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,1.266892,5993991000,-61234740000,61527400000,-84.40939,0,G4,2,bg_no_rh/022019_G4_14_19_#2.txt,0
14-19,022019,G,125953.1,3710.694,-678026.1,678036.3,-89.68643,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,100078.1,4412.785,-851098.9,851110.3,-89.70293,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,79453.13,8037.327,-1069616,1069647,-89.56947,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,63140.62,10326.81,-1343522,1343561,-89.55961,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,50203.12,6005.283,-1691155,1691166,-89.79655,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,39890.62,7586.326,-2128327,2128340,-89.79578,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,31640.63,6988.197,-2675843,2675853,-89.85036,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,25171.88,21069.02,-3363624,3363690,-89.64111,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,20015.62,5368.677,-4212268,4212272,-89.92697,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,12609.37,81379.8,-6689580,6690075,-89.30302,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,10078.13,62068.58,-8427240,8427469,-89.57801,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,8015.625,122286.6,-10633960,10634670,-89.34115,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,6328.125,157395.6,-13430100,13431020,-89.32854,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,5015.625,93622.51,-16816150,16816410,-89.68102,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,3984.375,178751.9,-21364070,21364820,-89.52062,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,3170.956,342024,-26667740,26669930,-89.2652,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,2527.573,55912.43,-33557740,33557790,-89.90453,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,1265.625,1232112,-66833310,66844670,-88.94384,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,998.264,783403.8,-84987180,84990780,-89.47187,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,796.875,771708.1,-106126200,106129000,-89.58337,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,627.7902,924754.4,-134369000,134372200,-89.60568,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,505.5147,1312100,-167314400,167319600,-89.55069,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,397.9953,328382.7,-212126500,212126700,-89.9113,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,125.558,2278398,-680241000,680244900,-89.8081,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,100.4464,21569920,-858371100,858642100,-88.56052,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,79.00281,9189678,-1019728000,1019770000,-89.48367,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,63.3446,322873300,-1377280000,1414619000,-76.8065,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,31.6723,227045300,-2545847000,2555951000,-84.90369,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,19.86229,11560750,-4193740000,4193756000,-89.84206,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,9.93114,259962200,-8726944000,8730814000,-88.29375,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,6.317385,95149570,-13385250000,13385590000,-89.59272,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,5.008013,243603300,-16781220000,16782990000,-89.16833,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,2.504006,2285507000,-35088530000,35162880000,-86.27328,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,1.998082,2456747000,-44553150000,44620830000,-86.8438,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,1.584686,1184921000,-58566620000,58578600000,-88.84095,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,1.266892,3213171000,-66138570000,66216580000,-87.21862,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,0.999041,1397443000,-86491750000,86503040000,-89.07436,0,G4,3,bg_no_rh/022019_G4_14_19_#3.txt,0
14-19,022019,G,125953.1,4273.532,-678336,678349.4,-89.63904,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,100078.1,4123.857,-850777.1,850787.1,-89.72228,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,79453.13,9283.817,-1070757,1070798,-89.50324,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,63140.62,3848.985,-1344344,1344349,-89.83596,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,50203.12,10480.72,-1691677,1691710,-89.64503,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,39890.62,10030.69,-2130608,2130632,-89.73026,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,31640.63,10838.7,-2686878,2686900,-89.76888,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,20015.62,2286.21,-4235319,4235319,-89.96907,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,15890.62,13532.13,-5315977,5315994,-89.85415,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,12609.37,70220.98,-6755264,6755629,-89.40443,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,10078.13,64067.47,-8444420,8444663,-89.56531,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,8015.625,68074.8,-10610250,10610470,-89.6324,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,6328.125,204254,-13394830,13396380,-89.12638,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,5015.625,145927.8,-16918000,16918630,-89.5058,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,3984.375,74011.69,-21215800,21215930,-89.80013,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,3170.956,277594.2,-26693700,26695140,-89.40419,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,2527.573,327809.1,-33259480,33261100,-89.4353,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,1976.103,847161.3,-42906440,42914800,-88.86887,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,1265.625,1011533,-66514320,66522010,-89.12873,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,998.264,1027863,-85120660,85126870,-89.30817,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,796.875,966390,-105475900,105480300,-89.47506,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,627.7902,2126893,-134617700,134634500,-89.09483,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,505.5147,861697.5,-167436000,167438300,-89.70513,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,397.9953,1046737,-212409400,212412000,-89.71765,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,315.5048,57090.16,-266911600,266911600,-89.98775,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,125.558,3902697,-674707300,674718600,-89.66859,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,100.4464,23412480,-860610700,860929100,-88.44168,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,79.00281,16970920,-1014352000,1014494000,-89.04149,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,63.3446,308119800,-1419191000,1452254000,-77.75065,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,31.6723,230419900,-2456970000,2467751000,-84.64235,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,19.86229,39040740,-4054005000,4054193000,-89.44825,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,6.317385,176944400,-13567110000,13568270000,-89.25278,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,5.008013,346114400,-16207810000,16211500000,-88.77665,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,3.945707,1747885000,-22196390000,22265100000,-85.49745,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,3.158693,828364700,-27857390000,27869710000,-88.29676,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,1.584686,976785000,-50789290000,50798680000,-88.89822,0,G4,4,bg_no_rh/022019_G4_14_19_#4.txt,0
14-19,022019,G,125953.1,4461.347,-677621.8,677636.5,-89.62278,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,100078.1,5458.278,-850732.3,850749.8,-89.63239,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,79453.13,5363.481,-1073004,1073017,-89.71361,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,63140.62,10527.03,-1344707,1344749,-89.55147,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,50203.12,8444.367,-1686777,1686798,-89.71317,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,39890.62,19697.28,-2125720,2125811,-89.4691,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,31640.63,7891.846,-2684997,2685009,-89.8316,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,25171.88,8032.623,-3361655,3361664,-89.86309,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,20015.62,12056.55,-4257085,4257102,-89.83773,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,15890.62,40034.9,-5331939,5332089,-89.5698,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,12609.37,67137.96,-6746034,6746368,-89.4298,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,10078.13,62160.59,-8433248,8433477,-89.57769,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,8015.625,78670.7,-10620770,10621060,-89.57561,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,6328.125,81782.2,-13356810,13357060,-89.64919,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,5015.625,180160.7,-16924650,16925610,-89.39011,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,3984.375,106363.5,-21287860,21288130,-89.71373,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,3170.956,128793.1,-26554920,26555230,-89.72211,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,1976.103,153586,-43012270,43012540,-89.79541,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,1265.625,1121303,-66697700,66707120,-89.03685,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,998.264,951207,-85312340,85317650,-89.3612,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,796.875,1694775,-106520300,106533700,-89.08848,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,627.7902,1182475,-134639900,134645100,-89.49681,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,505.5147,457513.6,-167649600,167650300,-89.84364,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,397.9953,1020500,-213057500,213060000,-89.72557,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,252.4038,6251.789,-335508400,335508400,-89.99893,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,158.3615,797592.1,-541088100,541088600,-89.91554,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,125.558,1714490,-674360000,674362200,-89.85433,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,100.4464,29402680,-829376800,829897800,-87.96963,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,63.3446,230675700,-1172943000,1195411000,-78.87397,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,31.6723,25148110,-2504499000,2504626000,-89.42471,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,24.93351,33141000,-3365661000,3365825000,-89.43584,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,9.93114,165394300,-8255869000,8257526000,-88.85232,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,6.317385,3853887000,-32697860000,32924200000,-83.27793,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,5.008013,8891877000,-20001790000,21889200000,-66.03226,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,3.945707,1880477000,-17408720000,17509990000,-83.83485,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,3.158693,285675400,-27900470000,27901930000,-89.41336,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,2.504006,11116420000,-31304570000,33219740000,-70.44978,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,1.998082,695001200,-42126540000,42132270000,-89.05482,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,1.266892,1054565000,-69206650000,69214690000,-89.127,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
14-19,022019,G,0.999041,6553522000,-85137870000,85389730000,-85.59831,0,G4,5,bg_no_rh/022019_G4_14_19_#5.txt,0
23-25,022019,G,158578.1,3162.676,-643639.3,643647,-89.71847,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,125953.1,1742.036,-810746.8,810748.6,-89.87689,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,100078.1,7691.395,-1016398,1016427,-89.56644,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,79453.13,4655.981,-1279782,1279790,-89.79155,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,63140.62,10423.4,-1606151,1606185,-89.62817,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,50203.12,14216.56,-2015001,2015052,-89.59576,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,39890.62,9287.493,-2538272,2538289,-89.79036,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,20015.62,36125.8,-5039287,5039417,-89.58926,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,15890.62,65718.37,-6344855,6345196,-89.40656,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,12609.37,73258.47,-7999671,8000006,-89.47532,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,10078.13,137743.8,-10022420,10023370,-89.2126,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,8015.625,137520.9,-12593400,12594150,-89.37435,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,6328.125,354922.2,-16091690,16095610,-88.73647,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,5015.625,286677.2,-20034070,20036120,-89.18018,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,3984.375,147742.8,-25110300,25110730,-89.66289,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,1265.625,1427030,-78891010,78903910,-88.96371,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,998.264,1236849,-99928730,99936380,-89.29087,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,796.875,2129048,-124782100,124800300,-89.02251,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,505.5147,204655.7,-195782700,195782800,-89.94011,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,397.9953,1233279,-249898600,249901700,-89.71724,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,315.5048,4587837,-316599200,316632500,-89.16978,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,252.4038,4589369,-393368800,393395600,-89.33157,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,198.6229,15034400,-505989600,506212900,-88.29808,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,158.3615,27520360,-619295100,619906300,-87.45555,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,125.558,20472810,-787720400,787986400,-88.51122,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,100.4464,28961580,-960172200,960608900,-88.27232,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
23-25,022019,G,49.86702,81759310,-2030890000,2032536000,-87.69464,0,G4,1,bg_no_rh/022019_G4_23_25_#1.txt,0
